wins,assists,gold,kills,deaths,label
-0.48672773613200554,-2.277034090867568,-1234.7407426668942,-1.334535045420217,0.8979305139483236,0
-0.14707844193708774,-1.377208609946556,12.181115552655683,-0.06450928179830173,-0.13766611604036383,0
-0.3091444181608818,-2.77964517938908,-580.6491932520494,-0.5538173229808545,0.4850746776577992,1
-0.0467485270289858,-0.6703514210695714,-261.60585731543324,-0.28514906653777805,0.08467944084805579,1
-0.08172394591924431,-0.2938358243726089,-153.8900958373124,-0.1515350697562554,0.49082781365069383,0
-0.10041440443503541,-0.3656449699935882,-399.5333293590429,-0.40567379348174004,0.6512716449246989,1
-0.0996641977204974,-0.18763921479749435,-912.1986968624769,0.030062892574626243,0.42897935760237527,0
-0.18063062864923662,-0.29814985633054825,880.1932327158265,-0.32644089750632066,0.6073670306386836,1
-0.09973294406160171,-0.033942389477616075,843.5493955013226,-0.23139338935323206,0.4009936215360086,0
0.30298380221653876,0.8487851662404085,1106.5008738277938,-0.03256606990622313,-1.1776854219948851,1
0.1578988688339492,2.1451178192571883,-2094.0870614748164,0.9439720278433805,0.38036108089711407,0
-0.4212418300653595,-4.491307189542484,-3962.8513071895413,-1.6007189542483662,0.26568627450980387,0
-0.5733333333333334,3.466666666666667,-344.6800000000003,1.0399999999999996,1.12,0
-0.1039950372208438,-2.0668362282878405,-815.5275062034743,0.04995864350703094,-0.2557402812241518,0
0.2794401186503523,3.557285873192436,855.480533926584,0.5678531701890996,-0.29453096032628867,0
0.4534136862202318,2.8162850463313234,1442.0101314824533,1.0713032237960176,-1.0965133469580168,0
-0.2795503421309873,-2.139240795047246,1040.8919191919194,-1.0188563049853374,-0.5383968719452592,1
0.03476110805832178,0.37420129845310335,375.6477348178323,-0.06440691995387526,-0.6312716456421308,1
-0.1555582961211499,-0.22128204386996497,-267.5028420977269,-0.4110078141502691,0.17159531763933922,1
-0.1555582961211499,-0.18533365751896902,-262.4800873566801,-0.41442204679933514,0.16829580775064246,1
